Longitude,Latitude,RegistrationNumber,Year,Decade,Binomial,TypeStatus,Continent,Country,Locality,Extent (m),Certainty,Type,NOTES,
-11.791922,8.560283,9.8.18.2,,,Phataginus tricuspis,spirit,Africa,Sierra Leone,Mabura,188720,100,2.1,Coordinates for country centre as taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to furthest edge of country boundary on Google Maps.,
-2.317455,6.461189,10.6.11.4,,,Phataginus tricuspis,skin,Africa,Ghana,Bibiani,2960,25,2.3,"Tag says ""Bibiani, nr Dunkwa, Gold Coast"". Gold CoastÂ is present day Ghana [https://en.wikipedia.org/wiki/Gold_Coast_(British_colony)].Â Bibiani is a town in Ghana and is 81400 metres from Dunkwa. No additional information on skeleton (same reg). Coordinates for place name in Google Maps and extent to marked boundary edge. Small settlement so possbility specimen came from outside this area.",
-2.317455,6.461189,11.6.2.18,,,Phataginus tricuspis,skull,Africa,Ghana,Bibiani,2960,25,2.3,"Tag says ""Bibianaka, Gold Coast"". Gold CoastÂ is present day Ghana [https://en.wikipedia.org/wiki/Gold_Coast_(British_colony)].Â Bibiani is a town in Ghana (Bibianaka cannot be foundÂ but other specimens from same explorer,Â D.H.G. Spurrell,Â (10.6.11.4) have this locality). Coordinates for place name in Google Maps and extent to marked boundary edge. Small settlement so possbility specimen came from outside this area.",
8.553639,5.222494,12.10.28.58,1911,1910,Phataginus tricuspis,skin,Africa,Nigeria,Oban,64350,75,2.3,"Coordinates for Oban place name in Google Maps. No additional information on skull (same reg). Unclear whether Oban refers to the settlement Oban or Oban Hills nearby (as tagÂ says ""ObanÂ District""Â but theÂ district cannot be fond)Â so extent is from the settlement name to furthest edge of Oban Hills. Tag also says S. Nigeria of which this is.",
8.553639,5.222494,12.10.28.80,1912,1910,,skin,Africa,Nigeria,Oban,64350,75,2.3,"Coordinates for Oban place name in Google Maps. Unclear whether Oban refers to the settlement Oban or Oban Hills nearby (as tagÂ says ""ObanÂ District""Â but theÂ district cannot be fond)Â so extent is from the settlement name to furthest edge of Oban Hills. Tag also says S. Nigeria of which this is.",
14.579853,-3.273076,12.12.3.1,,,Phataginus tricuspis,skull,Africa,Congo,Pangala,914,25,2.3,"Tag and register say ""Panga, Congo"", closest name found was Pangala in Congo.Â Coordinates for place name on Google Maps and extent to furthest marked boundary. Small rural settlement so specimen could be sourced from outside this area.",
25.480172,3.517418,12.12.3.2,,,Phataginus tricuspis,skull,Africa,Congo,Uele River,340500,100,2.5,"Tag says ""Uele"" which is a river in the Congo. Information found on WikipediaÂ [https://en.wikipedia.org/wiki/Uele_River#/media/File:Ubangirivermap.png] shows where the river Uele begins and ends.Â No additional information given on skin (same reg). A straight line was drawn from the beginning andÂ end of Uele on Google Maps. The coordinate was closest part of the river that was exactly halfway along this line and the extent was half the distance of this line, as per protocol.",
39.69805,-9.987526,12.12.3.3,,,Phataginus tricuspis,skin,Africa,Tanzania,Lindi,4220,50,2.3,"Tag says ""La Lindi"" which could be either Lindi town or Lindi Region, both in Tanzania. No additional information given on skull (same reg). The assumptionÂ was made, as per protocol, that the settlement was referred to. Coordinates for the place name on Google Maps and extent to the furthest edge of marked boundary.",
95.252192,20.913933,14.7.19.238,,,Manis pentadactyla,skin,Asia,Myanmar,Mount Popa,11760,50,2.6,Coordinates for place name of National Park on Google Maps and extent toÂ National ParkÂ boundary. Actual boundaries of mountain range unclear.,
26.896712,3.135985,19.5.8.163,1914,1910,Phataginus tricuspis,skin,Africa,Congo,Poko,1220,25,2.3,"Tag says ""Poko Welle, Congo"". Â Poko is a rural town in the Bas-Uele Privince inÂ Congo, 50km away from Uele River.Â Uele is also spelled 'Welle'Â [https://en.wikipedia.org/wiki/Uele_River]. No additional information on skull (same reg). Coordinates for place name on Google Maps and extent is to furthest boundary edge. Small rural settlement so specimen could be from outside this area.",
26.896712,3.135985,19.5.8.164,1914,1910,Phataginus tricuspis,skin,Africa,Congo,Poko,1220,25,2.3,"Tag says ""Poko Welle, Congo"". Â Poko is a rural town in the Bas-Uele Privince inÂ Congo, 50km away from Uele River.Â Uele is also spelled 'Welle'Â [https://en.wikipedia.org/wiki/Uele_River]. No additional information on skull (same reg). Coordinates for place name on Google Maps and extent is to furthest boundary edge. Small rural settlement so specimen could be from outside this area.",
3.378258,6.522976,20.3.18.42,1919,1910,,skin,Africa,Nigeria,Lagos,31490,100,2.3,"Tag says ""Iju Waterworks, Lagos, Nigeria"". Iju Water Work isÂ a water facility in Lagos and the site was constructed in 1915 at the confluence of the Iju and Adiyan rivers [https://en.wikipedia.org/wiki/Lagos_Water_Corporation].Â Neither of theseÂ rivers could be found, perhaps due to changing names. No additional information on skull (same reg).Â To increase certainty, the coordinateÂ is the place name of Lagos on Google Maps and the extent is the furthest marked boundary edge.",
3.378258,6.522976,20.4.28.26,1920,1920,,skin,Africa,Nigeria,Lagos,31490,100,2.3,"Tag says ""Iju Waterworks, Lagos, Nigeria"". Iju Water Work isÂ a water facility in Lagos and the site was constructed in 1915 at the confluence of the Iju and Adiyan rivers [https://en.wikipedia.org/wiki/Lagos_Water_Corporation].Â Neither of theseÂ rivers could be found, perhaps due to changing names. No additional information on skull (same reg).Â To increase certainty, the coordinateÂ is the place name of Lagos on Google Maps and the extent is the furthest marked boundary edge.",
,,20.7.3.58,,,Manis javanica,spirit,,,,,,,,
92.627435,26.519279,21.8.2.27,1920,1920,Manis pentadactyla,skin,Asia,India,Assam,92640,75,2.2,"Coordinates for place names on Google Maps, extent is half the distance to nearest state (Meghalaya) as no defined boundary. Could not find ""Kheusa"" as written on tag. No additional information on skull (same reg).",
79.616202,22.883478,21.10.5.4,,,Manis pentadactyla,skin,Asia,India,Khursipar,1677150,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
8.522538,8.505872,22.12.17.248,,,Smutsia temminckii,skull,Africa,Nigeria,Lafia (Nr),44400,25,3.5,"Tag says ""Masangere, Nr Chiroma"" but Masangere could not be found.Â Searching Chiroma on Google Maps shows Lafia. Coordinates are for Lafia place name and extent is half the distance to settlement of comparable size (Nasarawa).Â ",
29.542353,1.691277,22.12.19.38,,,Phataginus tricuspis,skull,Africa,Congo,Ituri,257730,100,2.2,"Ituri Rainforest is in the Congo (which has the old name of 'Zaire' [https://en.wikipedia.org/wiki/Ituri_Rainforest], as written on tag). Coordinates for approximate centre of Ituri province, of which the rainforest is within [https://en.wikipedia.org/wiki/Ituri_Rainforest]. Extent is the furthest marked boundary edge.",
-1.207301,7.959848,24.9.3.8,,,,skin,Africa,Ghana,Abease,385520,100,2.1,"TagÂ says ""Gold Coast"" which is the old name for Ghana. Coordinates are for country centre, as taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to edge of furthest country boundary.",
-1.207301,7.959848,24.9.3.9,,,,skin,Africa,Ghana,Abease,385520,100,2.1,"TagÂ says ""Gold Coast"" which is the old name for Ghana. Coordinates are for country centre, as taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to edge of furthest country boundary.",
18.130845,-26.564225,25.1.2.262,1923,1920,Smutsia temminckii,skin,Africa,Namibia,Keetmanshoop,4660,50,2.3,"Coordinates for place name on Google Maps and extent to marked boundary. Tag says S.W. Africa which this location is.Â City with rural regions, but still a possibility the specimen could be from outside the extent.",
14.075271,-20.428965,25.1.2.263,,,Smutsia temminckii,skin,Africa,Namibia,Torra Conservancy,255890,100,2.2,"Tag says ""Damaraland"" which isÂ an old name for part of Namibia. A map was foundÂ [https://en.wikipedia.org/wiki/Damaraland] showing where this area was. Using the scale on the map a centre coordinates and extentÂ of Damaraland was approximated. The extent was perhaps overestimated, but not underestimated to increase certainty.",
17.544676,-12.295286,25.5.9.1,,,Smutsia temminckii,skin,Africa,Angola,Caputa,897670,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
108.004496,14.350262,26.10.4.199,1926,1920,Manis javanica,skin,Asia,Vietnam,Kon Tum,17470,75,2.3,"TagÂ says ""Kontoum, Annam"". AnnamÂ is the old name for central Vietnam and Kon Tum is a city, and province, in Vietnam. No additional information on skull (same reg). Coordinates for place name of city on Google Maps and extent is to city boundaries. Assumption made (as per protocol) the collector means the settlement and not the province.",
105.833238,22.144125,27.12.1.203,1927,1920,Manis crassicaudata,skin,Asia,Vietnam,Bac-Kan,66710,100,2.2,"Coordinates for province name on Google Maps and extent to furthest edge of marked boundary. Tag says ""Tonkin"" which is the old name forÂ northern Vietnam [https://en.wikipedia.org/wiki/Tonkin].",
106.107801,11.336605,28.7.1.151,1927,1920,Manis javanica,skin,Asia,Vietnam,Tay Ninh,12620,50,2.2,"Tag says ""Tay Ninh, Cochin China""Region of Cochinchina found on WikipediaÂ [https://en.wikipedia.org/wiki/Cochinchina]. Tay Ninh is aÂ city and provinceÂ located in this region. Coordinates are place name for city on Google Maps and extent to furthest marked boundary edge. Assumption made, as per protocol, specimen location refers to the settlement and not the area.",
32.580669,0.346651,28.9.8.37,1928,1920,Phataginus tricuspis,skin,Africa,Uganda,Kampala (Nr),17805,100,3.5,"Coordinates for Kampala place name on Google Maps. Kampala is Uganda's capital so extent cannot be half the distance to nearest settlement of comparable size, as per protocol. Instead, the city Entebbe was used as the nearest settlement to which the extent was calculated (half the distance from Kapala to Entebbe).",
13.927731,-18.67474,28.9.11.465,1927,1920,Smutsia temminckii,skin,Africa,Namibia,Ombombo,182,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. Small settlement so specimen could be from near, but not inside, this area. Tag says S.W. Africa which works with this location.",
10.108237,0.170259,29.4.17.23,1929,1920,Phataginus tetradactyla,skin,Africa,Gabon,Kango,2040,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. Small settlement so specimen could be from near, but not inside, this area.",
-1.99348,5.301904,29.5.29.38,,,Smutsia gigantea,skin,Africa,Ghana,Tarkwa,3150,25,2.3,"TagÂ says ""Tarkwa, Gold Coast Colony"" which is in present day Ghana.Â No additional information on skull (same reg). Coordinates for place name on Google Maps and extent to settlement boundary. Small settlement so specimen could be from near, but not inside, this area.",
-1.207301,7.959848,29.5.29.39,,,Phataginus tricuspis,skin,Africa,Ghana,Abease,385520,100,2.1,"Tag says ""Gold Coast Colony"" which is present day Ghana.Â Coordinates taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.",
-1.207301,7.959848,29.5.29.40,,,Phataginus tricuspis,skin,Africa,Ghana,Abease,385520,100,2.1,"Tag says ""Gold Coast Colony"" which is present day Ghana.Â Coordinates taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.",
,,30.3.8.2,,,Manis javanica,spirit,,,,,,,,
76.955033,8.510114,32.3.3.9,,,Manis pentadactyla,skin,Asia,India,Thiruvananthapuram Zoo,467,25,3.5,"Tag says specimen died in the zoo but unclear where the animal was captured, or if it was captive bred (unlikely). Coordinates for zooÂ marker in Google Maps andÂ extent to furthest edge of zooÂ boundary.",
103.84197,22.337791,33.4.1.506,1929,1920,Manis pentadactyla,skin,Asia,Vietnam,Sa Pa,31270,100,2.2,"Tag says ""Chapa"" which is the European spelling of the rural district Sa PaÂ [https://en.wikipedia.org/wiki/Sa_Pa]. No additional information on skull (same reg).Â Coordinates for place name on Google Maps and extent to edge of furthest marked boundary.",
103.84197,22.337791,33.4.1.507,1929,1920,Manis pentadactyla,skin,Asia,Vietnam,Sa Pa,31270,100,2.2,"Tag says ""Chapa"" which is the European spelling of the rural district Sa PaÂ [https://en.wikipedia.org/wiki/Sa_Pa]. No additional information on skeleton (same reg). Coordinates for place name on Google Maps and extent to edge of furthest marked boundary.",
101.629002,16.184342,33.4.1.508,,,Manis pentadactyla,skull,Asia,Southeast Asia,Nang Daet,1672790,100,2.2,"Tag says ""Indochina"" which is the old term for mainland Southeast AsiaÂ [https://en.wikipedia.org/wiki/Indochina].Â Coordinates are for approximate centre of region and extent is to furthest edge of included countries (in this case the furthest boundary point landed in Singapore). ",
107.685,16.109,33.4.1.509,,,Manis pentadactyla,skull,Asia,Vietnam,Thurong Nhat,920180,100,2.1,"Tag says ""Annam"" which is the old name for Vietnam. Coordinates taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.",
107.685,16.109,33.4.1.510,,,Manis pentadactyla,spirit,Asia,Vietnam,Thurong Nhat,920180,100,2.1,"Tag says ""Pakha, Annam"" which is the old name for Vietnam. Pakha in Vietnam could not be found, only Pakha in India so Coordinates taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.",
97.400381,27.350319,34.3.4.1,1933,1930,Manis crassicaudata,skin,Asia,Burma,Ho Khu,50,75,3.3,"Tag says ""50m NE of Fort Herty, Upper Burma"". Fort Hertz was a British outpost in Northeastern Burma established in 1914. Coordinates taken from Wikipedia [https://en.wikipedia.org/wiki/Fort_Hertz]. 50m NE of location was measured in Google Maps and this is where the coordinate was calculated. The extent is the same offset distace (50m), as per protocol.",
33.005256,0.389564,34.6.2.92,,,Phataginus tricuspis,skull,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured).",
33.005256,0.389564,34.6.2.93,1933,1930,Phataginus tricuspis,skin,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. No additonal information on skull (same reg). Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured).",
33.005256,0.389564,34.6.2.94,,,Phataginus tricuspis,spirit,Africa,Uganda,Mabira Forest,3820,25,2.2,"RegisterÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured).",
33.005256,0.389564,34.6.2.95,,,Phataginus tricuspis,spirit,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured). In same jar as 34.6.2.96 and 34.6.2.97.",
33.005256,0.389564,34.6.2.96,,,Phataginus tricuspis,spirit,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured). In same jar as 34.6.2.95 and 34.6.2.97.",
33.005256,0.389564,34.6.2.97,,,Phataginus tricuspis,spirit,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured).",
33.005256,0.389564,34.6.2.98,,,Phataginus tricuspis,spirit,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured). In same jar as 34.6.2.95 and 34.6.2.96.",
33.005256,0.389564,34.6.2.99,,,Phataginus tricuspis,spirit,Africa,Uganda,Mabira Forest,3820,25,2.2,"TagÂ says ""Mubango, Mabira Forest"". Mubango could not be found in Uganda where Mabira Forest is. Coordinates for Mabira Forest place name in Google Maps and extent to approximated edge (unknown if forest boundary has changed since specimen was captured).",
28.678758,7.267784,34.7.4.1,,,Smutsia temminckii,skin,Africa,South Sudan,Tonj,3630,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. No additional information on skull (same reg) or skeleton (same reg) although skeleton says species is gigantea. Small settlement so specimen could be from near, but not inside, this area. Tag says S.W. Africa which works with this location. TagÂ says Bahr-el-Ghazal province which, according to Wikipedia [https://en.wikipedia.org/wiki/Bahr_el_Ghazal_(region_of_South_Sudan)], this settlement falls within.",
28.678758,7.267784,34.7.4.2,,,Smutsia temminckii,skin,Africa,South Sudan,Tonj,3630,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. No additional information on skull (same reg) or skeleton (same reg) although skeleton says species is gigantea. Small settlement so specimen could be from near, but not inside, this area. Tag says S.W. Africa which works with this location. TagÂ says Bahr-el-Ghazal province which, according to Wikipedia [https://en.wikipedia.org/wiki/Bahr_el_Ghazal_(region_of_South_Sudan)], this settlement falls within.",
23.286554,-4.901505,34.11.18.9,,,Phataginus tricuspis,skin,Africa,Congo,Inkongo,1750,25,2.3,"Coordinates for place name on Google Maps and extent is half the distance to nearest settlement of comparble size (Munungu) as no clear marked boundary. No additional information on skull (same reg).Â Small settlement so specimen could be from near, but not inside, this area.",
19.595664,-19.073622,35.9.1.847,1929,1920,Smutsia temminckii,skin,Africa,Namibia,Karakuwisa,396,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. Small settlement so specimen could be from near, but not inside, this area. Tag says S.W. Africa and Grootfontein Dist. which works with this location.",
21.944853,-18.129324,35.9.1.848,1929,1920,Smutsia temminckii,skin,Africa,Namibia,Caprivi,210080,50,2.2,"Tag says ""Diwai, W Caprivi"". Diwai could not be found and it is unclear if specimen is from the western region of Caprivi or west of Caprivi, i.e. outside this area. CoordinatesÂ are for half the distance between CapriviÂ and Kavango district which is to the west. Extent is half the distance between the centres of Caprivi and Kavango, as per protocol.",
-2.515088,6.801757,35.10.22.150,,,Phataginus tetradactyla,skull,Africa,Ghana,Goaso,1910,25,2.3,"Tag says ""Goaso, Ashanti, Gold Coast"". Gold Coast is present day Ghana, Ashanti is a region in Ghana and Goaso is a small rural settlement in Ghana. Goaso is not currently in Ashanti region, but is located within a new region, Ahafo, so would have been in Ashanti at the time of specimen collection [https://en.wikipedia.org/wiki/Ahafo_Region]. Coordinates for place name in Google Maps and extent to furthest edge of marked boundary.",
-1.400363,7.053258,35.10.22.155,1935,1930,Phataginus tricuspis,skin,Africa,Ghana,Mampong,2970,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. No additional information on skull (same reg). Small settlement so specimen could be from near, but not inside, this area.",
-2.515088,6.801757,35.10.22.156,1934,1930,Phataginus tricuspis,skin,Africa,Ghana,Goaso,1910,25,2.3,"Tag says ""Goaso, Ashanti, Gold Coast"". Gold Coast is present day Ghana, Ashanti is a region in Ghana and Goaso is a small rural settlement in Ghana. Goaso is not currently in Ashanti region, but is located within a new region, Ahafo, so would have been in Ashanti at the time of specimen collection [https://en.wikipedia.org/wiki/Ahafo_Region]. No additional information on skull (same reg). Coordinates for place name in Google Maps and extent to furthest edge of marked boundary.",
-2.515088,6.801757,35.10.22.157,1934,1930,Phataginus tetradactyla,skin,Africa,Ghana,Goaso,1910,25,2.3,"Tag says ""Goaso, Ashanti, Gold Coast"". Gold Coast is present day Ghana, Ashanti is a region in Ghana and Goaso is a small rural settlement in Ghana. Goaso is not currently in Ashanti region, but is located within a new region, Ahafo, so would have been in Ashanti at the time of specimen collection [https://en.wikipedia.org/wiki/Ahafo_Region]. Coordinates for place name in Google Maps and extent to furthest edge of marked boundary.",
26.984392,8.850244,35.12.18.3,1935,1930,Smutsia gigantea,skeleton,Africa,South Sudan,Northern Bahr el Ghazal,145390,100,2.2,No additional information on skull (same reg) or skin (same reg). Coordinates for approximated centre of region on Google Maps and extent is to furthest edge of marked boundary. ,
79.616202,22.883478,37.6.10.1,,,Manis pentadactyla,skin,Asia,India,Khursipar,1677150,100,2.1,Coordinates taken from country centroids fileÂ [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent to furthest boundary of country.,
19.595664,-19.073622,37.9.1.847,,,Smutsia temminckii,skull,Africa,Namibia,Karakuwisa,396,25,2.3,"Coordinates for place name on Google Maps and extent to settlement boundary. Small settlement so specimen could be from near, but not inside, this area. Tag says S.W. Africa and Grootfontein Dist. which works with this location.",
,,38.7.15.1,,,Phataginus tetradactyla,spirit,,,,,,,,
110.465033,21.104264,38.9.7.57,1932,1930,Manis pentadactyla,skin,Asia,China,Kouangtcheou Wan,32260,100,2.2,"Tag says ""Kwang Chou Wan"" which is another spelling forÂ Kouangtcheou WanÂ [https://en.wikipedia.org/wiki/Guangzhouwan].Â No additional information on skull (same reg). Coordinates are for place marked on Google Maps and extent is to edge of boundary as shown on old mapÂ found on Wikipedia [https://en.wikipedia.org/wiki/Guangzhouwan#/media/File:KouangTcheouWang.JPG].",
110.465033,21.104264,38.9.7.58,,,Manis pentadactyla,skin,Asia,China,Kouangtcheou Wan,32260,100,2.2,"Tag says ""Kwang Chou Wan"" which is another spelling forÂ Kouangtcheou WanÂ [https://en.wikipedia.org/wiki/Guangzhouwan].Â No additional information on skull (same reg). Coordinates are for place marked on Google Maps and extent is to edge of boundary as shown on old mapÂ found on Wikipedia [https://en.wikipedia.org/wiki/Guangzhouwan#/media/File:KouangTcheouWang.JPG].",
13.375261,-15.025131,39.2643,1900,1900,,skin,Africa,Angola,Humpata,2750,25,2.3,"Tag is blank but register says this location. Coordinates for place name on Google Maps and extent to furthest marked boundary edge. Small settlement so specimen could be from outside, or within, this area.",
,,39.2644,,,,skin,,,,,,,,
11.891349,-4.201945,39.2645,,,Phataginus tricuspis,skin,Africa,Congo,Kouilou,101460,75,2.2,"Tag says ""Kuilu, Congo"" which came up as Kouilou, CongoÂ in Google Maps search. Coordinates for approximated centre of region and extent to furthest edge of marked boundary.",
9.299771,5.466773,39.2647,,,Phataginus tetradactyla,skin,Africa,Cameroon,Bakoko,3820,50,2.2,Tag is blank but register and skeleton (same reg) say this location. Coordinates for place name on Google Maps and extent is half the distance to nearest settlement of comparable size (Akak) as no defined boundary.Â ,
108.550401,-6.731546,39.2648,1929,1920,Manis javanica,skin,Asia,Indonesia,Cirebon,7230,25,2.3,"TagÂ says ""Found atÂ [Kvenngan]""Â but register says ""Cheribon, Java"" which is another spelling for CirebonÂ [https://en.wikipedia.org/wiki/Cirebon].Â Kvenngan could not be found. Cirebon could mean Cirebon City or Cirebon Regency but assumption made location refers to the settlement (Cirebon City), as per protocol. Coordinates for place name on Google Maps and extent to futhest marked boundary edge.Â It is a port city so could be where specimen was exported from, not where is was sourced.",
108.550401,-6.731546,39.265,,,Manis javanica,skin,Asia,Indonesia,Cirebon,7230,25,2.3,"TagÂ is blank but register says ""Cheribon, Java"" which is another spelling for CirebonÂ [https://en.wikipedia.org/wiki/Cirebon].Â No addtional information on skull (same reg). Could mean Cirebon City or Cirebon Regency but assumption made location refers to the settlement (Cirebon City), as per protocol. Coordinates for place name on Google Maps and extent to futhest marked boundary edge.Â It is a port city so could be where specimen was exported from, not where is was sourced.",
108.550401,-6.731546,39.2651,1929,1920,Manis javanica,skin,Asia,Indonesia,Cirebon,7230,25,2.3,"TagÂ says ""From Fort Ghelibar""Â but register says ""Cheribon, Java"" which is another spelling for CirebonÂ [https://en.wikipedia.org/wiki/Cirebon].Â No addtional information on skull (same reg). Fort GhelibarÂ could not be found. Cirebon could mean Cirebon City or Cirebon Regency but assumption made location refers to the settlement (Cirebon City), as per protocol. Coordinates for place name on Google Maps and extent to futhest marked boundary edge.Â It is a port city so could be where specimen was exported from, not where is was sourced.",
116.31783,-8.644978,39.2652,,,Manis javanica,skin,Asia,Indonesia,Lombok,54220,100,2.4,Coordinates for place name on Google Maps and extent to edge of island.,
-1.312712,14.492996,39.4041,,,Phataginus tetradactyla,skin,Africa,W. Africa,Sahel Region,1955820,100,2.2,Tag just says W. Africa. Wikipedia lists the countries within Western Africa [https://en.wikipedia.org/wiki/West_Africa]. Coordinates for approximate centre of all countries together (lands in Burkino Faso) and extent to furthest boundary of this region (edge of Niger).,
103.891767,36.519977,39.4048,,,Manis pentadactyla,skin,Asia,China,Gansu,2824100,100,2.1,Coordinates for country centre as taken from country centroids file [https://www.dropbox.com/sh/ltjhokjh5nmyrrk/AAAVLJp459Ix3Flunrqtqc97a/Useful%20documents?dl=0&preview=EMupd1_country_centroids.xlsx&subfolder_nav_tracking=1] and extent is to furthest edge of country boundary on Google Maps.,
-0.983333,5.916667,46.498,1945,1940,Phataginus tetradactyla,skin,Africa,Ghana,Oda,2250,75,2.3,"TagÂ says ""Oda, Gold Coast"". Gold Coast is the old name for Ghana. No additional information on skull tag (same reg). Coordinates for Oda found in gazatteerÂ [https://www.researchgate.net/profile/Jakob_Fahr/publication/209868990_A_conservation_assessment_of_bats_Chiroptera_of_Draw_River_Boi-Tano_and_Krokosua_Hills_Forest_Reserves_in_the_Western_Region_of_Ghana/links/0912f50cd9e1f856fa000000/A-conservation-assessment-of-bats-Chiroptera-of-Draw-River-Boi-Tano-and-Krokosua-Hills-Forest-Reserves-in-the-Western-Region-of-Ghana.pdf?origin=publication_detail] which marks a point between the settlements Oda and Akim Oda. As it is unclear which settlement locality refers to the extent is half the distance to the nearest settlement outside this area (Akim Swedru).",
-0.983333,5.916667,46.499,1945,1940,Phataginus tricuspis,skull,Africa,Ghana,Oda,2250,75,2.3,"TagÂ says ""Oda, Gold Coast"". Gold Coast is the old name for Ghana. No additional information on skin tag (same reg). Coordinates for Oda found in gazatteerÂ [https://www.researchgate.net/profile/Jakob_Fahr/publication/209868990_A_conservation_assessment_of_bats_Chiroptera_of_Draw_River_Boi-Tano_and_Krokosua_Hills_Forest_Reserves_in_the_Western_Region_of_Ghana/links/0912f50cd9e1f856fa000000/A-conservation-assessment-of-bats-Chiroptera-of-Draw-River-Boi-Tano-and-Krokosua-Hills-Forest-Reserves-in-the-Western-Region-of-Ghana.pdf?origin=publication_detail] which marks a point between the settlements Oda and Akim Oda. As it is unclear which settlement locality refers to the extent is half the distance to the nearest settlement outside this area (Akim Swedru).",
